"key","contexto","uso","es","en"
"t_aab5cf560d24","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","No es lo mismo. Cuando dijo que iba a salir… yo dudé. Sentí algo raro.","It's not the same. When she said she was going out… I hesitated. It felt wrong."
"t_06808fb69cd9","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Pero Alpha dijo que era bueno. Y tú dijiste que era bueno.","But Alpha said it was good. And you said it was good."
"t_51d0d06ab698","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Nadie se esperaba que pasaría eso.","Nobody expected that to happen."
"t_f454c9d467fb","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Siempre decís eso. Siempre pasa algo y luego nadie sabe nada.","You always say that. Something happens and then nobody knows anything."
"t_dc56eea96074","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Lin… por favor baja la voz.","Lin… please keep your voice down."
"t_9c66fa1fbfff","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","No puedo. ¿Sabes qué hice cuando no volvisteis? Me senté. Esperé.","I can't. You know what I did when you didn't come back? I sat down. I waited."
"t_73b828b67e41","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Pensé que si no me movía… el tiempo volvería atrás. Pero solo volvió el silencio. Y ahora tú sigues aquí.","I thought that if I didn't move… time would go back. But only the silence came back. And now you're still here."
"t_77a93f469518","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Eso no signifi...","That doesn't mea..."
"t_d082e7fa7597","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","¡SIGNIFICA QUE TU PUEDES SEGUIR!","IT MEANS YOU GET TO KEEP GOING!"
"t_25dcd258e4c1","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Lin, para","Lin, stop"
"t_79f5bd5a3d5b","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","No me digas qué hacer. No me queda nada.","Don't tell me what to do. I have nothing left."
"t_fc75e2b1a977","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Lin… por favor.","Lin… please."
"t_e4910b73dc03","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","No quiero hacerte daño. Pero no puedo respirar.","I don't want to hurt you. But I can't breathe."
"t_b1f3b3789c8d","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","Déjame pasar.","Let me through."
"t_c39bb2b69a0e","2daParte:Acto4/HabitacionLilith2 (1)/LinCasaLilith","Dialogo","¡NO!","NO!"
"t_b0658595cbfa","2daParte:Acto4/HabitacionLilith2 (1)/MisionBuscarAAlpha","Objetivo de mision","VE A BUSCAR A ALPHA","GO FIND ALPHA"
"t_82c744cc5ffa","2daParte:Acto4/HabitacionLilith2 (1)/Nota18","Nota de lore","Ya no son mis pensamientos.  

Las raíces se mueven. El Árbol tiene hambre. El Árbol tiene frío.  

La savia es negra. La savia es sangre. La savia cura el invierno. La savia nos une a todos.","These are not my thoughts anymore.  

The roots are moving. The Tree is hungry. The Tree is cold.  

The sap is black. The sap is blood. The sap heals the winter. The sap binds us all together."
"t_151ccfa5436e_b5fe","2daParte:Acto4/Jardinería y pesca (1)/FinMisionPurificarPlantas","Objetivo de mision","VUELVE A TU CASA Y HABLA CON ALPHA","GO BACK HOME AND TALK TO ALPHA"
"t_6845ed6c01d7_5246","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","¡Lilith! Justo pensaba en ti. ¿Ves? Las semillas de Hespérides ya están brotando. Es un milagro cotidiano.","Lilith! I was just thinking about you. See? The Hesperides seeds are already sprouting. An everyday miracle."
"t_32a382fd8590_49ed","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Mira a este pequeño. Es la alegría de Amara. Lo cuido yo mientras ella descansa.","Look at this little guy. He's Amara's joy. I look after him while she rests."
"t_18816feddd0a_07b2","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Dice que el bebé patea de emoción cada vez que Nube salta cerca de su vientre","She says the baby kicks with excitement every time Nube hops near her belly"
"t_567b96ad4591_b89e","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Es... un vínculo tan puro, ¿no crees? Como un presagio de la nueva vida que viene.","It's... such a pure bond, don't you think? Like an omen of the new life that's coming."
"t_79b068646c62_1d6d","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","¿Verdad que es precioso? A veces pienso que los animales son los únicos que no juzgan, que solo dan amor.","Isn't he beautiful? Sometimes I think animals are the only ones who don't judge, who only give love."
"t_9fc59be6022d_6b5c","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Él ni siquiera se come las Hespérides, solo las malas hierbas.  Es un alma inocente.","He doesn't even eat the Hesperides, only the weeds. He's an innocent soul."
"t_a60336660bcf_dd02","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Me alegra que estés aquí, Lilith. Al principio, Jase me dijo que desconfiara... pero yo siento que tú también buscas esa pureza, esa conexión verdadera con nosotros.","I'm glad you're here, Lilith. At first, Jase told me not to trust you... but I feel that you're looking for that purity too, that true connection with us."
"t_d256d933173e_b6fe","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Este lugar nos está sanando a todos, a nuestra manera. Hasta a los más... dañados.","This place is healing all of us, each in our own way. Even the most... damaged."
"t_4e844bc6b335_2da6","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Oye, he visto a Cairen buscándote. Parecía tener prisa.","Hey, I saw Cairen looking for you. He seemed to be in a hurry."
"t_9284c5cb29b0_baa0","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Mi hermano... Seguro que es algo del cerco. Luego le veré. Primero debo ir a preparar el té de Elara.","My brother... It's probably something about the perimeter. I'll see him later. First I have to go make Elara's tea."
"t_dc3ec68fcfdc_6f92","2daParte:Acto4/Jardinería y pesca (1)/JesalDialogoJYP","Dialogo","Cuida de Nube por mí, ¿vale? Sé que estará seguro contigo.","Take care of Nube for me, okay? I know he'll be safe with you."
"t_b8310bbff0de_967f","2daParte:Acto4/Jardinería y pesca (1)/MisionPurificarPlantas","Objetivo de mision","USA EL VIAL DE ALPHA PARA PURIFICAR LAS PLANTAS","USE ALPHA'S VIAL TO PURIFY THE PLANTS"
"t_f015b459e1fd_5482","2daParte:Acto4/Jardinería y pesca (1)/PlantasPurificadas","Dialogo","Has purificado las plantas","You have purified the plants"
"t_04dcee838229","2daParte:Acto4/Manuscritos/ColliderPuzzleCandado","Mensaje de puzle","Combinación correcta","Correct combination"
"t_b0658595cbfa_edb0","2daParte:Acto4/Manuscritos/MisionBuscarAAlpha","Objetivo de mision","VE A BUSCAR A ALPHA","GO FIND ALPHA"
"t_d781798d0e2f","2daParte:Acto4/Manuscritos/Nota25","Nota de lore","El Árbol nos habló a los dos. Cuando [Nombre borrado con saña] y yo descubrimos las raíces milenarias en 2014 y desciframos la profecía de la Elegida, supimos la fortuna que teníamos entre manos. Diseñamos la comuna, inventamos los rituales y destilamos el primer Néctar purificado. Íbamos a ser reyes, a controlar cada mente que cruzara esa valla buscando refugio. 

Pero hoy el Néctar de mi copa sabía extraño... amargo. Al levantar la vista, Alpha me miraba en silencio desde el altar con esa maldita sonrisa perfecta. El muy bastardo lo quiere todo para él. No quiere un socio; quiere que se arrodillen ante un único Dios.","The Tree spoke to us both. When [Name savagely scratched out] and I discovered the ancient roots in 2014 and deciphered the prophecy of the Chosen One, we knew what a fortune we had in our hands. We designed the commune, invented the rituals and distilled the first purified Nectar. We were going to be kings, to control every mind that crossed that fence looking for shelter. 

But today the Nectar in my cup tasted strange... bitter. When I looked up, Alpha was watching me in silence from the altar with that damn perfect smile. The bastard wants it all for himself. He does not want a partner; he wants them on their knees before a single God."
"t_a60658772d8f_3a1d","2daParte:Acto4/NombreZonas (1)/Arbol","Nombre de zona","ÁRBOL","THE TREE"
"t_0b4762406bb1_d672","2daParte:Acto4/NombreZonas (1)/Biblioteca","Nombre de zona","BIBLIOTECA","LIBRARY"
"t_ec89de773a8a_c871","2daParte:Acto4/NombreZonas (1)/Casas","Nombre de zona","CASAS","HOUSES"
"t_487b68571a23_ec34","2daParte:Acto4/NombreZonas (1)/CentroDelJardin","Nombre de zona","CENTRO JARDÍN","CENTRAL GARDEN"
"t_0d0c877de347_81d8","2daParte:Acto4/NombreZonas (1)/Comedor","Nombre de zona","COMEDOR","DINING HALL"
"t_b85d914b597c_0a8f","2daParte:Acto4/NombreZonas (1)/Derrumbamiento","Nombre de zona","DERRUMBAMIENTO","COLLAPSE"
"t_867a3fa6892a_15f9","2daParte:Acto4/NombreZonas (1)/EntradaBosque","Nombre de zona","ENTRADA BOSQUE","FOREST ENTRANCE"
"t_31ded3a72376_bfed","2daParte:Acto4/NombreZonas (1)/EntradaGranero","Nombre de zona","ENTRADA GRANERO","BARN ENTRANCE"
"t_4de66429788e_b782","2daParte:Acto4/NombreZonas (1)/EntradaInvernadero","Nombre de zona","ENTRADA INVERNADERO","GREENHOUSE ENTRANCE"
"t_f050bb675869_d896","2daParte:Acto4/NombreZonas (1)/EntradaJArdin","Nombre de zona","ENTRADA JARDÍN","GARDEN ENTRANCE"
"t_d672dbd7e924_dee1","2daParte:Acto4/NombreZonas (1)/Estatuas","Nombre de zona","ESTATUAS","STATUES"
"t_c58bc21627df_e502","2daParte:Acto4/NombreZonas (1)/Fogata","Nombre de zona","FOGATA","CAMPFIRE"
"t_339188ac33af_a5db","2daParte:Acto4/NombreZonas (1)/Granero","Nombre de zona","GRANERO","BARN"
"t_e2d6334a86b7_ffb2","2daParte:Acto4/NombreZonas (1)/HabitacionLilith","Nombre de zona","HABITACIÓN","BEDROOM"
"t_7cfe7ca3a2ed_bd0e","2daParte:Acto4/NombreZonas (1)/Invernadero","Nombre de zona","INVERNADERO","GREENHOUSE"
"t_0e4befe8cedb_cc1d","2daParte:Acto4/NombreZonas (1)/JardineriaYPesca","Nombre de zona","JARDINERÍA Y PESCA","GARDENING AND FISHING"
"t_3be6ca69c723_665a","2daParte:Acto4/NombreZonas (1)/Plaza","Nombre de zona","PLAZA","SQUARE"
"t_17837d7da2c4_f9e0","2daParte:Acto4/NombreZonas (1)/Pozo","Nombre de zona","POZO","THE WELL"
"t_f084d9994898_49ab","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Aguanta","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_f084d9994898","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Familia","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_f084d9994898_73d7","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Mátalo","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_f084d9994898_d84c","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Recomponte","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_f084d9994898_17b9","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Recuerda","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_f084d9994898_cddf","2daParte:Acto4/PasilloFinal/CanvasTexto/PanelTextoPasillo/Renace","Etiqueta de interfaz","MÁTALO","KILL HIM"
"t_876e8394de2a","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","Lilith, por favor...","Lilith, please..."
"t_20fa497dbe1a","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡CÁLLATE!","SHUT UP!"
"t_18b923cfc4a6","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡MENTIROSO!","LIAR!"
"t_5da9c82a5575","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡HIJO DE PUTA!","SON OF A BITCH!"
"t_97e4836ae28c","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡TODO ESTO!","ALL OF THIS!"
"t_5fe421ee64b5","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡TODO ESTO ES POR TU CULPA!","ALL OF THIS IS YOUR FAULT!"
"t_641721f506d9","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡MUÉRETE!","DIE!"
"t_9686914892bc","2daParte:Acto4/PasilloFinal/DialogoLilithEnorme","Dialogo","¡MUÉRETE DE UNA PUTA VEZ!","JUST FUCKING DIE ALREADY!"
"t_7e10f27a2bf0","2daParte:Acto4/PasilloFinal/LilithAAAAA","Dialogo","NO PUEDO MAAAAAS, PARA YAAAAAAA!!!!","I CAN'T TAKE ANY MOOOORE, STOP ITTTT!!!!"
"t_ce927717276d","2daParte:Acto4/Patio/GammaLilithPatio","Dialogo","Lilith tía, ¿estas bien?, ¿y toda esa sangre?","Lilith, girl, are you okay? And all that blood?"
"t_59d3ca250d90","2daParte:Acto4/Patio/GammaLilithPatio","Dialogo","Oye de verdad que estoy bien, solo me he caído. No te preocupes Gamma. voy a ver a Cael para que me ayude.","Hey, I'm really fine, I just fell. Don't worry, Gamma. I'm going to see Cael so he can help me."
"t_7d8ca5281b47","2daParte:Acto4/Patio/GammaLilithPatio","Dialogo","¡Vale!, ten mas cuidado la proxima vez.","Okay! Be more careful next time."
"t_7e153f0c24f4","2daParte:Acto4/Patio/GammaLilithPatio","Dialogo","(Sí, seguro)","(Yeah, sure)"
"t_78994a8efb50","2daParte:Acto4/Pedestal/DeltaArrastrado","Dialogo","Madre mía, no recordaba que pesaba tanto.","Good grief, I didn't remember he was this heavy."
"t_76748632db1e","2daParte:Acto4/Pedestal/DeltaArrastrado","Dialogo","HOLAAAA, ¿HAY ALGUIEN AHI?","HELLOOOO, IS ANYONE THERE?"
"t_264b5f5cdc4b","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","¡LILITH! Menos mal que eres tú.","LILITH! Thank God it's you."
"t_0e18f751b809","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Gamma...","Gamma..."
"t_2a103bf681ac","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Joder,  pensé que moriría aquí Me encerraron aquí. No sé desde cuándo… horas, quizá más.","Shit, I thought I'd die in here. They locked me in. I don't know how long… hours, maybe more."
"t_0d706b71c3a0","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Ví a Alpha guardando unos cartuchos de dinamita, le dijo a Delta que los utilizase para algo de una profecía.","I saw Alpha stashing some sticks of dynamite, he told Delta to use them for something about a prophecy."
"t_d171f3c62b91","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Creo que no debería haberlo visto, supongo que por eso estoy aquí. Siempre he confiado en que me encontrarías.","I don't think I was supposed to see that, I guess that's why I'm in here. I always trusted you'd find me."
"t_0920c5b723c9","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Siempre has sido la única aquí con cabeza. Pero Lilith, ¿por qué está Delta muerto?","You've always been the only one here with a head on her shoulders. But Lilith, why is Delta dead?"
"t_29ef63de2d6d","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Las cosas han cambiado.","Things have changed."
"t_9bba66f350d8","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Ya me lo imaginaba. Escucha. Algo no va bien en este sitio. Alpha tiene un plan, le escuche diciendo que conseguirá reunirse con Beta.","I figured as much. Listen. Something is wrong in this place. Alpha has a plan, I heard him saying he'll manage to join with Beta."
"t_f1956943261e","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Creo que está preparando algo. Y si Delta está muerto… significa que ya ha empezado. Necesito salir de aquí, ayúdame Lilith.","I think he's preparing something. And if Delta is dead… it means it's already started. I need to get out of here, help me Lilith."
"t_ebd06b262672","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Tenemos que salir de aquí juntas. El hueco no es suficiente para pasar. Pero tú estás al otro lado. Si alguien puede ayudarme… eres tú.","We have to get out of here together. The gap isn't wide enough to squeeze through. But you're on the other side. If anyone can help me… it's you."
"t_726581cf111f","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Desde aquí no puedo hacer nada Gamma. Déjame que investigue a ver si te puedo sacar de ahí.","There's nothing I can do from here, Gamma. Let me look around and see if I can get you out."
"t_7f831a38c457","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Sabía que podía confiar en ti. Siempre lo supe. Solo… no tardes.","I knew I could trust you. I always knew. Just… don't take too long."
"t_bbf8be907971","2daParte:Acto4/Pedestal/GammaPedestalPared","Dialogo","Tengo que volver con Alpha. Adios Gamma","I have to get back to Alpha. Bye Gamma"
"t_8cbdf4919747","2daParte:Acto4/Pedestal/Nota24","Nota de lore","El caos es la enfermedad del mundo exterior; el orden es la única cura. Alpha entendió esto desde el primer día, y por ello mi lealtad hacia él y hacia el Gran Árbol es inquebrantable. No hay espacio para los nombres, los recuerdos o los apegos individuales en esta ecuación. 

Los hilos de los hermanos deben ser tensados o cortados según las necesidades de la estructura. Si el Néctar exige la entrega total del ser, se le entrega. Si el Guía exige la purificación de una rama marchita, se ejecuta. El Néctar no es un simple sedante; es el flujo vital que mantiene el engranaje girando. 

Sin Alpha, no hay orden. Sin el Árbol, no hay mañana. Mi utilidad termina cuando el orden esté asegurado. El Néctar lo es todo. El control es absoluto.","Chaos is the sickness of the outside world; order is the only cure. Alpha understood this from the first day, and that is why my loyalty to him and to the Great Tree is unbreakable. There is no room for names, memories or individual attachments in this equation. 

The threads of the brothers must be pulled tight or cut according to the needs of the structure. If the Nectar demands the total surrender of the self, it is surrendered. If the Guide demands the purification of a withered branch, it is carried out. The Nectar is not a simple sedative; it is the vital flow that keeps the machinery turning. 

Without Alpha, there is no order. Without the Tree, there is no tomorrow. My usefulness ends when order is secured. The Nectar is everything. Control is absolute."
"t_f08a96ce263b","2daParte:Acto4/Plaza (1)/Parte2Plaza/AnorahPlaza","Dialogo","Alpha dijo que celebráramos que seguimos creciendo. Y creo que tiene razón.","Alpha said we should celebrate that we're still growing. And I think he's right."
"t_791fc24c0e14","2daParte:Acto4/Plaza (1)/Parte2Plaza/AnorahPlaza","Dialogo","No te olvides de que también es el cumpleaños de Delta eh?, no me gustaría verle triste jejeje.","Don't forget it's also Delta's birthday, huh? I wouldn't want to see him sad hehehe."
"t_347fffcd6718","2daParte:Acto4/Plaza (1)/Parte2Plaza/AnorahPlaza2","Dialogo","Oye Lilith, Nami no puede ser la única haciendo el ridiculo. ¿Bailamos?","Hey Lilith, Nami can't be the only one making a fool of herself. Shall we dance?"
"t_ceb2e150717c","2daParte:Acto4/Plaza (1)/Parte2Plaza/AnorahPlaza2","Dialogo","Claro!","Sure!"
"t_5f20c7768b54","2daParte:Acto4/Plaza (1)/Parte2Plaza/NamiLilith","Dialogo","¿No te dan ganas de bailar aunque no sepas cómo? Es contagioso.","Doesn't it make you want to dance even if you don't know how? It's contagious."
"t_8710225d1732","2daParte:Acto4/Plaza (1)/Parte2Plaza/SilasLilithPlaza2","Dialogo","Supongo que incluso nosotros merecemos una noche sin peso en los hombros. Disfrútalo. No todos los días hay música.","I suppose even we deserve one night without weight on our shoulders. Enjoy it. There isn't music every day."
"t_80acffda1e71","2daParte:Acto4/Plaza (1)/Parte2Plaza/SilasLilithPlaza2","Dialogo","Tienes razón Silas, por fin un poco de tranquilidad.","You're right Silas, finally a little peace."
"t_fc7ec23710ef","2daParte:Acto4/Plaza (1)/Parte3/AnorahPrepararParaPuzleBailar","Dialogo","En esta maquina nadie ha superado nunca los 4000 puntos","Nobody has ever broken 4000 points on this machine"
"t_b30e28808364","2daParte:Acto4/Plaza (1)/Parte3/AnorahPrepararParaPuzleBailar","Dialogo","¿Estas lista?","Are you ready?"
"t_c855b879e890","2daParte:Acto4/Plaza (1)/Parte3/AnorahPrepararParaPuzleBailar","Dialogo","Siiii","Yeeees"
"t_23d0c211a291","2daParte:Acto4/Plaza (1)/Parte3/AnorahPrepararParaPuzleBailar","Dialogo","Pues que comience la fiesta!!!!.","Then let the party begin!!!!."
"t_3f3d68f541c7","2daParte:Acto4/Plaza (1)/Parte3/MisionIrABuscarACairen","Objetivo de mision","VE A BUSCAR A CAIREN AL ÁRBOL","GO FIND CAIREN AT THE TREE"
"t_729f1315442c","2daParte:Acto4/Plaza (1)/Parte3/NamiPreguntaPorCairen","Dialogo","¡Eh! ¡Eh! Si crees que esto es bailar, tienes que ver a Cairen. Es el rey de la pista.","Hey! Hey! If you think this is dancing, you have to see Cairen. He's the king of the dance floor."
"t_9076ba133167","2daParte:Acto4/Plaza (1)/Parte3/NamiPreguntaPorCairen","Dialogo","No sé dónde aprendió esos pasos, pero son lo mejor de la noche. ¡Ve a buscarlo!","No idea where he learned those moves, but they're the best of the night. Go find him!"
"t_ed84d4255e9f","2daParte:Acto4/Plaza (1)/Parte3/NamiPreguntaPorCairen","Dialogo","Pues ahora que lo dices, ¿donde se habrá metido Cairen?","Now that you mention it, where has Cairen gotten to?"
"t_34aa218d9868","2daParte:Acto4/Plaza (1)/Parte3/NamiPreguntaPorCairen","Dialogo","¡Hace un momento estaba aquí! Pero lo vi irse hacia arriba… hacia el norte. A ver si lo encuentras antes que yo.","He was right here a moment ago! But I saw him head up… to the north. See if you can find him before I do."
"t_9c1ba4f92ee4","2daParte:Acto4/Plaza (1)/Parte3/NamiPreguntaPorCairen","Dialogo","Tengo ganas de retarle a un baile. Y esta vez pienso ganarle. ¡Si lo ves, dile que no se esconda!","I want to challenge him to a dance-off. And this time I'm going to beat him. If you see him, tell him not to hide!"
"t_0675af82ca78","2daParte:Acto4/Plaza (1)/SilasLilithPlaza","Dialogo","Lilith, pero que te ha pasado!!","Lilith, what on earth happened to you!!"
"t_456d8b829371","2daParte:Acto4/Plaza (1)/SilasLilithPlaza","Dialogo","Hola Silas, nada tranquilo simplemente me he caido y me he hecho unas heridas.","Hi Silas, it's nothing, relax, I just fell and got a few scrapes."
"t_54cbab83fc6a","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Aguanta","Etiqueta de interfaz","AGUANTA","HOLD ON"
"t_06e032a56d05","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Familia","Etiqueta de interfaz","FAMILIA","FAMILY"
"t_4239e2e564d6","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Lealtad","Etiqueta de interfaz","LEALTAD","LOYALTY"
"t_ae7b77ab6e12","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Recomponte","Etiqueta de interfaz","RECOMPONTE","PULL YOURSELF TOGETHER"
"t_dab15dfdf838","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Recuerda","Etiqueta de interfaz","RECUERDA","REMEMBER"
"t_cdb6a8196b5f","2daParte:Acto4/PuzleLaberintoFinal/CanvasTexto/PanelTexto/Renace","Etiqueta de interfaz","RENACE","BE REBORN"
"t_51aca8e82607","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","Ah… por fin. Pensé que dormirías hasta el invierno.","Ah… at last. I thought you'd sleep until winter."
"t_d1a8dca295dd","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","¿Donde estoy?","Where am I?"
"t_b89cc62dad70","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","En mi casa. Bueno… la casa de tu nueva familia, si todo sale como debe. Te desmayaste anoche.","In my house. Well… the house of your new family, if all goes as it should. You fainted last night."
"t_f94a54ee7abf","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","¿Que pasó?","What happened?"
"t_e8785c01b7a9","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","Desconozco la razón. Lo importante es que estás bien, te necesito. La hora de completar la profecía está llegando.","I do not know the reason. What matters is that you're well, I need you. The hour to complete the prophecy is drawing near."
"t_e79de92b5e30","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","¿La… profecía?","The… prophecy?"
"t_c50fbc222a32","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","El origen de todo esto. La razón por la que este lugar existe. Hay un pergamino en la mansión. En el ala este. Ahí está escrito todo. Quiero que vayas a buscarlo.","The origin of all this. The reason this place exists. There is a scroll in the mansion. In the east wing. It is all written there. I want you to go and find it."
"t_00e11a9cf5eb","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","Vale… iré.","Okay… I'll go."
"t_cca0a745d473","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","Sabía que podía contar contigo.","I knew I could count on you."
"t_f283226e5bcd","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","Mientras tú lo buscas, yo iré preparando el resto. Hoy… todo terminará. O todo empezará. El ala este está por la derecha.","While you look for it, I will prepare the rest. Today… everything ends. Or everything begins. The east wing is off to the right."
"t_4e799f5d0635","2daParte:Acto4/Recibidor/DialogoRecibidorAlpha","Dialogo","No tiene pérdida. Tráeme el pergamino cuando lo encuentres. Y Lilith… Todo esto es gracias a ti.","You can't miss it. Bring me the scroll when you find it. And Lilith… All of this is thanks to you."
"t_2b3b5f011f4f","2daParte:Acto4/Recibidor/MisionSalaManuscritos","Objetivo de mision","BUSCA EL PERGAMINO EN LA SALA DE MANUSCRITOS","FIND THE SCROLL IN THE MANUSCRIPT ROOM"
"t_910cd27d9fda","2daParte:Acto4/Sala de archivos/Nota21","Nota de lore","EVALUACIÓN DE ADAPTABILIDAD MECÁNICA 
Sujeto: Daín — Estado: Activo / Modificado.

- Historial Clínico: 

Sometido a cuatro amputaciones sucesivas en el muslo izquierdo debido a necrosis. Inserción de soporte torácico de hierro anclado directamente al esternón completada con éxito. 

- Tolerancia al Dolor: 

Extraordinaria. El sujeto muestra una supresión casi total de las señales de dolor físico cuando los procedimientos son ejecutados por el Dr. Cael. Existe una disociación cognitiva selectiva: procesa la carnicería quirúrgica como ""pruebas de diseño necesarias"" para su restauración definitiva.

- Sumisión Psicológica: 

Total y absoluta (Nivel 5). Su estructura mental militarizada necesita un comandante, y ha colocado a Cael en ese altar. Justifica cada experimento fallido y defiende las instalaciones médicas con un fervor agresivo frente al resto de la comuna. No requiere sedación química; basta con la validación verbal de su superior para asegurar su inmovilidad en la camilla.","MECHANICAL ADAPTABILITY ASSESSMENT 
Subject: Daín — Status: Active / Modified.

- Clinical History: 

Subjected to four successive amputations of the left thigh due to necrosis. Insertion of an iron thoracic support anchored directly to the sternum completed successfully. 

- Pain Tolerance: 

Extraordinary. The subject displays a near-total suppression of physical pain signals when the procedures are performed by Dr. Cael. A selective cognitive dissociation is present: he processes the surgical butchery as ""necessary design trials"" for his definitive restoration.

- Psychological Submission: 

Total and absolute (Level 5). His militarized mental structure requires a commander, and he has placed Cael on that altar. He justifies every failed experiment and defends the medical facilities with aggressive fervor against the rest of the commune. No chemical sedation required; verbal validation from his superior is enough to ensure he stays immobile on the table."
"t_126172048eb3","2daParte:Acto4/SalaDelTrono/DespuesMuerteDelta","Dialogo","Estás más preparada de lo que pensaba Has cambiado mucho desde que llegaste En cuanto a Delta… Siempre fue un hombre leal.","You're more prepared than I thought. You've changed a lot since you arrived. As for Delta… He was always a loyal man."
"t_e28ff9c0231a","2daParte:Acto4/SalaDelTrono/DespuesMuerteDelta","Dialogo","Eso es lo que hace fuerte a una familia. Personas capaces de darlo todo… sin dudar. Lo hiciste bien Lilith.","That's what makes a family strong. People capable of giving everything… without hesitating. You did well, Lilith."
